Date,C1E_School closing,C1E_Flag,C1NV_School closing,C1NV_Flag,C1V_School closing,C1V_Flag,C1M_School closing,C1M_Flag,C1_Notes,C2E_Workplace closing,C2E_Flag,C2NV_Workplace closing,C2NV_Flag,C2V_Workplace closing,C2V_Flag,C2M_Workplace closing,C2M_Flag,C2_Notes,C3E_Cancel public events,C3E_Flag,C3NV_Cancel public events,C3NV_Flag,C3V_Cancel public events,C3V_Flag,C3M_Cancel public events,C3M_Flag,C3_Notes,C4E_Restrictions on gatherings,C4E_Flag,C4NV_Restrictions on gatherings,C4NV_Flag,C4V_Restrictions on gatherings,C4V_Flag,C4M_Restrictions on gatherings,C4M_Flag,C4_Notes,C5E_Close public transport,C5E_Flag,C5NV_Close public transport,C5NV_Flag,C5V_Close public transport,C5V_Flag,C5M_Close public transport,C5M_Flag,C5_Notes,C6E_Stay at home requirements,C6E_Flag,C6NV_Stay at home requirements,C6NV_Flag,C6V_Stay at home requirements,C6V_Flag,C6M_Stay at home requirements,C6M_Flag,C6_Notes,C7E_Restrictions on internal movement,C7E_Flag,C7NV_Restrictions on internal movement,C7NV_Flag,C7V_Restrictions on internal movement,C7V_Flag,C7M_Restrictions on internal movement,C7M_Flag,C7_Notes,C8E_International travel controls,C8NV_International travel controls,C8V_International travel controls,C8EV_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,H6E_Facial Coverings,H6E_Flag,H6NV_Facial Coverings,H6NV_Flag,H6V_Facial Coverings,H6V_Flag,H6M_Facial Coverings,H6M_Flag,H6_Notes,H7_Vaccination policy,H7_Flag,H7_Notes,H8E_Protection of elderly people,H8E_Flag,H8NV_Protection of elderly people,H8NV_Flag,H8V_Protection of elderly people,H8V_Flag,H8M_Protection of elderly people,H8M_Flag,H8_Notes,M1_Notes,V1_Vaccine Prioritisation (summary),V1_Notes,V2A_Vaccine Availability (summary),V2_Notes,V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V3_Notes,V4_Mandatory Vaccination (summary),V4_Notes,ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_NonVaccinated,StringencyIndex_Vaccinated,StringencyIndex_SimpleAverage,StringencyIndex_WeightedAverage,GovernmentResponseIndex_NonVaccinated,GovernmentResponseIndex_Vaccinated,GovernmentResponseIndex_SimpleAverage,GovernmentResponseIndex_WeightedAverage,ContainmentHealthIndex_NonVaccinated,ContainmentHealthIndex_Vaccinated,ContainmentHealthIndex_SimpleAverage,ContainmentHealthIndex_WeightedAverage,EconomicSupportIndex
20220305,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,15481890.0,123796.0,V,75.33,40.74,35.19,37.97,36.56,63.54,60.42,61.98,61.19,58.33,54.76,56.54,55.64,100.0
20220306,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,15481890.0,123796.0,V,75.34,40.74,35.19,37.97,36.56,63.54,60.42,61.98,61.19,58.33,54.76,56.54,55.64,100.0
20220307,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,15869417.0,124126.0,V,75.35,40.74,35.19,37.97,36.56,63.54,60.42,61.98,61.19,58.33,54.76,56.54,55.64,100.0
20220308,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,"Protection against dismissal also applies during the coronavirus pandemic. If your employer has mandated short-time work, you can receive a short-time allowance for up to 28 months. It can be up to 87% of your loss of earnings. The Federal Ministry of Labour and Social Affairs provides information on labour law issues in several languages.    https://archive.vn/726wu#selection-9193.0-9205.64",2.0,https://archive.ph/GLY3T  ,,,,,2.0,1.0,https://archive.ph/NaqVG,3.0,https://archive.ph/NaqVG,2.0,https://archive.ph/NaqVG,,,0.0,,2.0,1.0,,,,,2.0,1.0,"https://archive.ph/U5V4u  In supermarkets, public transport, libraries and doctors rooms",5.0,1.0,https://archive.ph/NaqVG,3.0,1.0,,,,,3.0,1.0,,,2,https://archive.ph/NaqVG  Generally available from the age of 5,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,15869417.0,124126.0,V,75.38,40.74,35.19,37.97,36.56,63.54,60.42,61.98,61.19,58.33,54.76,56.54,55.64,100.0
20220309,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,16242070.0,124764.0,V,75.4,40.74,35.19,37.97,36.56,63.54,60.42,61.98,61.19,58.33,54.76,56.54,55.64,100.0
20220310,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,16504822.0,125023.0,V,75.43,40.74,35.19,37.97,36.55,63.54,60.42,61.98,61.19,58.33,54.76,56.54,55.64,100.0
20220311,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,16757658.0,125272.0,V,75.45,40.74,35.19,37.97,36.55,63.54,60.42,61.98,61.19,58.33,54.76,56.54,55.64,100.0
20220312,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,16757658.0,125272.0,V,75.46,40.74,35.19,37.97,36.55,63.54,60.42,61.98,61.19,58.33,54.76,56.54,55.64,100.0
20220313,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,16757658.0,125272.0,V,75.47,40.74,35.19,37.97,36.55,63.54,60.42,61.98,61.19,58.33,54.76,56.54,55.64,100.0
20220314,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,https://archive.vn/726wu,,,,,2.0,1.0,https://archive.vn/726wu,3.0,https://archive.vn/726wu,2.0,https://archive.vn/726wu,,,0.0,,2.0,1.0,,,,,2.0,1.0,https://archive.vn/726wu,5.0,1.0,https://archive.vn/726wu  https://archive.ph/BmpZ3,3.0,1.0,,,,,3.0,1.0,,,2,https://archive.vn/JTCx7  Mandated vaccination for health/elderly care home workers from 16.3.2022  https://archive.ph/BmpZ3,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,17233729.0,125590.0,V,75.48,40.74,35.19,37.97,36.55,63.54,60.42,61.98,61.19,58.33,54.76,56.54,55.64,100.0
20220315,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,"Due to the situation in the fourth wave, the deplorably high numbers of new cases and deaths and the extremely serious and sometimes even dramatic situation in the healthcare system, the Länder requested the Federal Government to impose a so-called facility-based vaccine mandate as soon as possible: all employees who have contact with vulnerable persons in hospitals and integration assistance facilities as well as in nursing homes, care homes and mobile care services will be required to be vaccinated against the coronavirus. As a result, the Bundestag and Bundesrat passed an amendment to the Infection Protection Act. Employees who work at hospitals, nursing homes and similar institutions must therefore provide proof of being vaccinated against or having recovered from COVID-19.    https://web.archive.org/web/20221208111439/https://www.bundesregierung.de/breg-de/themen/coronavirus/coronavirus-vaccination-faq-1959802    Germany’s top court has approved a mandate for health workers to be vaccinated against COVID-19.    The Federal Constitutional Court announced on Thursday that it had rejected complaints against the measure, which came into effect in mid-March.    The court said that the importance of protecting vulnerable people in hospitals and care homes outweighs any infringement of health workers’ rights.    Judges had previously refused to issue an injunction blocking the rules from coming into effect.    Health Minister Karl Lauterbach welcomed Thursday’s ruling, saying that “the state is obliged to protect vulnerable groups.”    https://web.archive.org/web/20221208174126/https://www.euronews.com/2022/05/19/germany-s-top-court-approves-vaccine-mandate-for-health-workers    On 27 April 2022, the German Constitutional Court rejected challenges to the vaccine mandate for healthcare workers (case reference: 1 BvR 2649/21).    The case concerned the obligation for professionals working in the healthcare system to provide a vaccine or recovery certificate to attend work. The challenged rule applied not only to medical or nurse employees, but also to the administrative, cleaning or kitchen staff, if they are employed by a healthcare facility. From 15 March 2022, the absence of a vaccine or recovery certificate prevents employees from entering the employers's premises and to exercise their professional activity.    The claimants had alleged an infringement to the bodily integrity and to the right to exercise a profession. However, the court rejected the claim, holding that the interference with the right of bodily integrity is justified because the legislators pursued a legitimate scope to protect vulnerable groups from COVID-19 infection.    About the encroachment of the right to exercise a profession, the court distinguished between medical and nursing staff from other kind of employees: the former are obliged to provide a proof of vaccination as a prerequisite, in order to exercise their professional activity. The latter are required to provide the vaccination or recovered certificate because they come into contact with medical and nursing staff and indirectly with vulnerable groups.    The court also mentioned the sentence of the challenged provision authorising the ban to enter the employers' premises or from working there, if the healthcare staff does not comply with the vaccine mandate. This ban gives rise to a separate interference with occupational freedom. However, the court again relied on the argument that this interference is justified to protect vulnerable groups.    https://web.archive.org/web/20221201192147/https://www.covid19litigation.org/news/2022/05/germany-healthcare-workers-vaccine-mandates-justified-constitutional-court-holds",5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,Free,1.0,"Mandated vaccination for health care workers and those working in a care facility.    Due to the situation in the fourth wave, the deplorably high numbers of new cases and deaths and the extremely serious and sometimes even dramatic situation in the healthcare system, the Länder requested the Federal Government to impose a so-called facility-based vaccine mandate as soon as possible: all employees who have contact with vulnerable persons in hospitals and integration assistance facilities as well as in nursing homes, care homes and mobile care services will be required to be vaccinated against the coronavirus. As a result, the Bundestag and Bundesrat passed an amendment to the Infection Protection Act. Employees who work at hospitals, nursing homes and similar institutions must therefore provide proof of being vaccinated against or having recovered from COVID-19.    https://web.archive.org/web/20221208111439/https://www.bundesregierung.de/breg-de/themen/coronavirus/coronavirus-vaccination-faq-1959802    Germany’s top court has approved a mandate for health workers to be vaccinated against COVID-19.    The Federal Constitutional Court announced on Thursday that it had rejected complaints against the measure, which came into effect in mid-March.    The court said that the importance of protecting vulnerable people in hospitals and care homes outweighs any infringement of health workers’ rights.    Judges had previously refused to issue an injunction blocking the rules from coming into effect.    Health Minister Karl Lauterbach welcomed Thursday’s ruling, saying that “the state is obliged to protect vulnerable groups.”    https://web.archive.org/web/20221208174126/https://www.euronews.com/2022/05/19/germany-s-top-court-approves-vaccine-mandate-for-health-workers    On 27 April 2022, the German Constitutional Court rejected challenges to the vaccine mandate for healthcare workers (case reference: 1 BvR 2649/21).    The case concerned the obligation for professionals working in the healthcare system to provide a vaccine or recovery certificate to attend work. The challenged rule applied not only to medical or nurse employees, but also to the administrative, cleaning or kitchen staff, if they are employed by a healthcare facility. From 15 March 2022, the absence of a vaccine or recovery certificate prevents employees from entering the employers's premises and to exercise their professional activity.    The claimants had alleged an infringement to the bodily integrity and to the right to exercise a profession. However, the court rejected the claim, holding that the interference with the right of bodily integrity is justified because the legislators pursued a legitimate scope to protect vulnerable groups from COVID-19 infection.    About the encroachment of the right to exercise a profession, the court distinguished between medical and nursing staff from other kind of employees: the former are obliged to provide a proof of vaccination as a prerequisite, in order to exercise their professional activity. The latter are required to provide the vaccination or recovered certificate because they come into contact with medical and nursing staff and indirectly with vulnerable groups.    The court also mentioned the sentence of the challenged provision authorising the ban to enter the employers' premises or from working there, if the healthcare staff does not comply with the vaccine mandate. This ban gives rise to a separate interference with occupational freedom. However, the court again relied on the argument that this interference is justified to protect vulnerable groups.    https://web.archive.org/web/20221201192147/https://www.covid19litigation.org/news/2022/05/germany-healthcare-workers-vaccine-mandates-justified-constitutional-court-holds",17432617.0,125873.0,V,75.5,40.74,35.19,37.97,36.55,63.54,60.42,61.98,61.18,58.33,54.76,56.54,55.63,100.0
20220316,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,1.0,,17695210.0,126142.0,V,75.51,40.74,35.19,37.97,36.55,63.54,60.42,61.98,61.18,58.33,54.76,56.54,55.63,100.0
20220317,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,1.0,,17990141.0,126420.0,V,75.53,40.74,35.19,37.97,36.55,63.54,60.42,61.98,61.18,58.33,54.76,56.54,55.63,100.0
20220318,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,1.0,,18287986.0,126646.0,V,75.55,40.74,35.19,37.97,36.55,63.54,60.42,61.98,61.18,58.33,54.76,56.54,55.63,100.0
20220319,1.0,1.0,,,,,1.0,1.0,"Currently there are no restrictions on schools operating, government & state rules have been lifted and or given to the individual schools to operate.  Schools still have strict guidelines around social distancing, mask wearing and other pandemic guidelines that may affect students or teachers.    - https://web.archive.org/web/20220211154243/https://www.bundesregierung.de/breg-de/themen/coronavirus/corona-regeln-und-einschrankungen-1734724  - https://web.archive.org/web/20220104090933/https://www.thelocal.de/20220103/german-schools-start-up-against-as-omicron-cases-rise/  - https://web.archive.org/web/20220201021926/https://www.berlin.de/corona/massnahmen/verordnung/",1.0,1.0,,,,,1.0,1.0,"You can only work at a workplace if you test negative, vaccinated or recovered from COVID.  All employers are to provide remote work when available.      - https://web.archive.org/web/20220211154243/https://www.bundesregierung.de/breg-de/themen/coronavirus/corona-regeln-und-einschrankungen-1734724  - https://web.archive.org/web/20220217194724/https://www.bundesregierung.de/breg-de/themen/coronavirus/infektionsschutz-arbeitsplatz-1983894  - https://web.archive.org/web/20220207140700/https://www.bundesgesundheitsministerium.de/en/service/gesetze-und-verordnungen/guv-19-lp/coronavirus-einreiseverordnung.html",1.0,1.0,,,,,1.0,1.0,"Public events can be held by vaccinated or unvaccinated persons just depending on the guidelines set forth and the type of gathering that will take place from unvaccinated gathering, mix gatherings and vaccinated gatherings.  Each have rules and capacity guidelines, but they can still take place if schedule with correct government entity.      - https://web.archive.org/web/20220212030514/https://www.berlin.de/corona/massnahmen/verordnung/  - https://web.archive.org/web/20220211154243/https://www.bundesregierung.de/breg-de/themen/coronavirus/corona-regeln-und-einschrankungen-1734724  - https://web.archive.org/web/20220207140700/https://www.bundesgesundheitsministerium.de/en/service/gesetze-und-verordnungen/guv-19-lp/coronavirus-einreiseverordnung.html",,,4.0,1.0,3.0,1.0,3.0,1.0,"Gatherings for non-vaccinated are limited to the persons household and up to a maximum of 2 others from another household.  If you are vaccinated, you are allowed to have a maximum of 10 people.      - https://web.archive.org/web/20220211154243/https://www.bundesregierung.de/breg-de/themen/coronavirus/corona-regeln-und-einschrankungen-1734724  - https://web.archive.org/web/20220207140700/https://www.bundesgesundheitsministerium.de/en/service/gesetze-und-verordnungen/guv-19-lp/coronavirus-einreiseverordnung.html  - https://web.archive.org/web/20220204204955/https://www.germany.info/us-en/coronavirus/2317268",0.0,,,,,,0.0,,"All public transportation is operational, you must have proof of vaccine, proof of recovery or negative rapid test (48) in order to use public transportation.    - https://web.archive.org/web/20220211154243/https://www.bundesregierung.de/breg-de/themen/coronavirus/corona-regeln-und-einschrankungen-1734724  - https://web.archive.org/web/20220207140700/https://www.bundesgesundheitsministerium.de/en/service/gesetze-und-verordnungen/guv-19-lp/coronavirus-einreiseverordnung.html  - https://web.archive.org/web/20220204204955/https://www.germany.info/us-en/coronavirus/2317268",0.0,,,,,,0.0,,,0.0,,,,,,0.0,,"State & Federal government still recommending that people significantly reduce contact, there still seems to be an encouragement to stay home but no official notices.      - https://web.archive.org/web/20220211154243/https://www.bundesregierung.de/breg-de/themen/coronavirus/corona-regeln-und-einschrankungen-1734724  - https://web.archive.org/web/20220207140700/https://www.bundesgesundheitsministerium.de/en/service/gesetze-und-verordnungen/guv-19-lp/coronavirus-einreiseverordnung.html  - https://web.archive.org/web/20220204204955/https://www.germany.info/us-en/coronavirus/2317268",,2.0,1.0,1.0,"From 3 March, vaccinated travelers are exempt from testing and quarantine.    April update:  https://web.archive.org/web/20220402062700/https://www.bundesgesundheitsministerium.de/en/service/gesetze-und-verordnungen/guv-19-lp/coronavirus-einreiseverordnung.html    May update:  https://web.archive.org/web/20220530212957/https://www.bundesgesundheitsministerium.de/en/service/gesetze-und-verordnungen/guv-19-lp/coronavirus-einreiseverordnung.html",2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,Testing is required on a daily basis for all visitors and employees regardless of vaccination status.      - https://web.archive.org/web/20220211154243/https://www.bundesregierung.de/breg-de/themen/coronavirus/corona-regeln-und-einschrankungen-1734724  - https://web.archive.org/web/20220207140700/https://www.bundesgesundheitsministerium.de/en/service/gesetze-und-verordnungen/guv-19-lp/coronavirus-einreiseverordnung.html  - https://web.archive.org/web/20220204204955/https://www.germany.info/us-en/coronavirus/2317268,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,1.0,,18287986.0,126646.0,V,75.55,40.74,35.19,37.97,36.55,63.54,60.42,61.98,61.18,58.33,54.76,56.54,55.63,100.0
20220320,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,1.0,,18287986.0,126646.0,V,75.56,40.74,35.19,37.97,36.55,63.54,60.42,61.98,61.18,58.33,54.76,56.54,55.63,100.0
20220321,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,https://archive.vn/eaAM1,3.0,,2.0,,,,,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,1.0,,18772331.0,126929.0,V,75.57,40.74,35.19,37.97,36.55,63.54,60.42,61.98,61.18,58.33,54.76,56.54,55.63,100.0
20220322,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,1.0,,18994411.0,127193.0,V,75.58,40.74,35.19,37.97,36.55,63.54,60.42,61.98,61.18,58.33,54.76,56.54,55.63,100.0
20220323,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,1.0,,19278143.0,127522.0,V,75.6,40.74,35.19,37.97,36.54,63.54,60.42,61.98,61.18,58.33,54.76,56.54,55.63,100.0
20220324,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,1.0,,19596530.0,127822.0,V,75.62,40.74,35.19,37.97,36.54,63.54,60.42,61.98,61.18,58.33,54.76,56.54,55.63,100.0
20220325,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,2.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,3.0,,2.0,,,,,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,1.0,,19893028.0,128110.0,V,75.63,40.74,35.19,37.97,36.54,63.54,60.42,61.98,61.18,58.33,54.76,56.54,55.63,100.0
